,url,price,beds,sqft,parking,baths,descript,adress,lat,lon,date,cats are OK - purrr,dogs are OK - wooof,air conditioning,furnished,w/d in unit,laundry on site,no laundry on site,no parking,off-street parking,detached garage,dpsf
7506496107,https://chicago.craigslist.org/chc/apa/d/chicago-new-remodel-3br-1ba-apt-for-rent/7506496107.html,2500,3,1200.0,street,1,"-Logan Square, 1st Floor apt in newly remodeled building - Open Concept -All new rehab with luxury floors -Eat-in kitchen features new cabinets with quartz counters -New stainless steel appliances including dishwasher and microwave -3 bedrooms with big closets -New windows and doors -New central air and furnace -In-building laundry  - 3 blocks from The 606 Trail -Few blocks from Palmer Square Park -Few blocks from Healy Metra stop -Easy access to 90   Available NOW!! Credit/background check, move-in fee required, no pets, no smoking Owner pays water, renter responsible for gas and electric Please call: 312..804...7044     ",,41.919885,-87.717649,2022-07-08 18:21,0,0,1,0,0,1,0,1,0,0,2.0833333333333335
7506486799,https://chicago.craigslist.org/chc/apa/d/chicago-bedroom-vintage-apt-in-wicker/7506486799.html,1300,2,,street,1,"Two bedroom vintage apt 1st flr front apt,  in the heart of Wicker Park is available for rent 07/15/22. Great location close to all amenities, nightlife, grocery, laundromat and tons more.. text to schedule a viewing. 630.613.0491 Ali or Julie @773.739.4729.. no pets please.. rent plus security deposit for move in. Texts are best, as we both work and cannot answer the phone right away..  Thank you.. ",Elk grove ave near Wood st,41.908732,-87.672554,2022-07-08 17:57,0,0,0,0,0,0,1,1,0,0,
7506482862,https://chicago.craigslist.org/nch/apa/d/chicago-bdrm-bath-apt-on-belmont/7506482862.html,1950,3,,,1,"A 3 bedroom/1 bath newly remodeled apartment is available for rent on Belmont Avenue and Sacremento.  $1950/month for the 3 bedroom/1 bath, not including utilities. Laundry is on site. Parking spots are available. Section 8 are welcome.  If interested, please call Mike at 773_616_1667. Call anytime. ",,41.9464,-87.7042,2022-07-08 17:46,0,0,0,0,0,1,0,0,0,0,
7506464961,https://chicago.craigslist.org/nch/apa/d/chicago-fulton-and-california-humboldt/7506464961.html,965,1,,street,1,"FULTON AND CALIFORNIA - HUGE 1,000+ SQ FT 4+ ROOM 1 BED - 2ND FLR - HEATED - HARDWOOD FLOORS - GREAT BACK YARD   (WE DO NOT check EMAIL regularly) PLEASE CALL  (WE DO NOT check EMAIL regularly)  EAST GARFIELD PARK - GREAT WEST LOOP / LOGAN SQUARE / HYDE PARK / BRONZEVILLE / UKRAINIAN VILLAGE / PILSEN / DOUGLAS PARK / HUMBOLDT PARK ALTERNATIVE.  Very Quiet area with Excellent transportation options.  JULY 22 - AUGUST 15 MOVE IN / MAY 31 LEASE EXPIRATION  NO MOVE IN FEE - NO SECURITY DEPOSIT AND NO APPLICATION FEE WITH GREAT CREDIT INCOME AND SAVINGS  East Garfield Park  - Near Fulton and California - 5 Room 1 Bed Room - HEAT INCLUDED - Hardwood Floors - Remodeled - IN UNIT LAUNDRY - Cats Ok - Dog's Considered - 2 Blks to California Green Line (West Loop and UIC) - Apartment may be ready by mid September.  Neighborhood is centrally located, get to West Loop / UIC / Downtown / Douglas Park / North Lawndale / Pilsen / Wicker Park / Ukrainian Village / United Center / West Haven / Fulton Corridor in 10 min or less by bike or car.  In addition Green Line can take you to Austin / Oak Park / McCormick Place / University of Chicago.   NET RENT $965  NO DEPOSIT OR MOVE IN FEE WITH GREAT CREDIT AND STRONG VERIFIABLE INCOME AND SAVINGS preferred.  Very Quiet Area great for Walking / Biking and Dog Walking.  Excellent Credit Required (720+ CREDIT GREATLY PREFERRED ) - Income must be verifiable and meet a minimum threshold based on your living situation - PROOF OF SAVINGS 5K+ PER ADULT PREFERRED.  All adults authorized to occupy the apartment MAY BE required to have credit AND background checked AND proof of savings.   WE DO NOT Check EMAIL regularly.  Please call 312-241-2682 for more information and to schedule a showing. ",Fulton near California,41.886544,-87.696755,2022-07-08 17:01,1,0,0,1,1,0,0,1,0,0,
7506444416,https://chicago.craigslist.org/chc/apa/d/chicago-amazing-1bed-with-24-hr-gym-and/7506444416.html,2425,1,,,1,"Interested in this property?  Click on: Reply to this listing for more information  ** if you are texting us, please include the link to the listing so we can identify what you are inquiring on  Velocity Apartment Group  312-253-7403 *****For faster response from one of our Agents, please provide your cell phone number, move date and email address when inquiring.  Thank you.  Availability and pricing may change at any time without notice. Ads subject to errors and omissions. Please contact agent for additional questions and information.  Interested in this property? Click REPLY above and email us  ** if you are texting us, please include the link to the listing so we can identify what you are inquiring on  ",,41.9229,-87.6483,2022-07-08 16:15,1,1,0,0,0,1,0,0,0,0,
7506433308,https://chicago.craigslist.org/chc/apa/d/chicago-sunny-bedroom-heart-of-roscoe/7506433308.html,2595,3,1400.0,street,1,"Available for rent immediately, located in the heart of Roscoe Village, sunny 1st floor 3 bedroom apartment in a 3-unit building at $2,595 per month. The apartment has a private entrance, 10-foot ceilings, an eat-in kitchen,  and a free washer and dryer just steps away from the unit. The apartment has hardwood floors throughout, new kitchen cabinets, and quartz countertops. The unit also has a dishwasher and garbage disposal.  Parking on the block is excellent and tenants can often park in front of the building. 1-minute walk to Damen Bus stop, 3-minute walk to the Roscoe St. bars, restaurants, and shopping, 7-minute walk to Brown Line, and walking distance to all essentials.    One pet may be considered for an additional monthly pet fee. Water, garbage disposal, and sewage are included in the monthly rent. All other utilities are the tenant's responsibility. ",School near Wolcott,41.941532,-87.676155,2022-07-08 15:52,1,1,0,0,0,1,0,1,0,0,1.8535714285714284
7506430401,https://chicago.craigslist.org/chc/apa/d/chicago-large-bed-bath-great-upgrades/7506430401.html,1895,1,,street,1,"PROPERTY INFO ID: 145805716Rent $1895.00Beds: 1Bath: 1Available Date: 08/01/2022Pet: Cats Allowed - Modern kitchen with Granite & SS Appliances (Inc DW) - Updated bath w/ fresh tile work & good water pressure - Queen size bedroom - Great closet space - Hardwood floors  All units have central air and gas / forced heat! This corner building is only a couple minutes to the El train and DePaul. Assigned building engineer. Laundry room.  ICM Properties Inc. is a professional management company since 1966.  24 hour emergency call center.  NO SECURITY DEPOSIT!  Lincoln and the corner of Lill  Call ICM Properties, Inc. for details or to arrange a showing @ 773 549-5443  To see a list of other ICM properties in your price range go to our website @ http://www.icmproperties.com/find.php FEATURESBuilding EngineerCentral Air ConditioningCentral HeatClose to ELDecorative FireplaceDishwasherGas HeatGas StoveGranite Counter TopsHeat and Hot WaterLaundry in BuildingModern BathModern KitchenNear Bus LinesNew AppliancesNew/Renovated BathNew/Renovated KitchenRefrigeratorStainless Steel Appliance(s) ",2519 North Lincoln Ave near Wrightwood,41.927654,-87.651845,2022-07-08 15:46,1,0,0,0,0,1,0,1,0,0,
7506428387,https://chicago.craigslist.org/chc/apa/d/chicago-huge-gorgeous-newer-bed-unit/7506428387.html,1595,2,,HUGE gorgeous newer 2 Bed unit--1,1,"Gorgeous LARGE 2 Bedroom 1 Bath in a 2 flat on a Beautiful Street & Great Location---5 minute walk to Blue Line ""L""  Chef's kitchen with stainless steel appliances and granite countertops.   In Unit Laundry.   Central Air conditioning and new plumbing.   5 minute walk to Blue Line Available.  1 parking spot included---Extra parking available  $1,595 per month! Text Pat for showing at 312 719-1728   ",3311 N. Hamlin near Belmont,41.9464,-87.7042,2022-07-08 15:42,1,1,1,0,1,0,0,0,1,0,
7506424107,https://chicago.craigslist.org/chc/apa/d/chicago-logan-square-giant-two-bedroom/7506424107.html,2395,2,1500.0,street,2,Ooozing with Character and Charm on the boulevard in Logan Square! Giant apartment with two king size bedrooms giant living room giant dining room. Big kitchen two bathrooms. $2385 furnished ! Great location on the boulevard perfect for biking or picnics. Hardwood floors high ceiling laundry lots of parking. Nice neighbors. This is so big it feels like a house. Close to all the art galleries diners restaurants art galleries. Veggie patch outside.This is a great deal I can show it to you on Saturday at 11 o’clock or Wednesday at 2:30 if good text me 30 minutes before and say you are calling regarding the furnished apartment on the boulevard. If this ad is up it means it’s available 773-671-7936 thank you my name is Lynn ,2017 n humboldt Blvd near Armitage,41.91806,-87.701757,2022-07-08 15:33,1,0,0,1,0,1,0,1,0,0,1.5966666666666667
7506419389,https://chicago.craigslist.org/chc/apa/d/chicago-1336-waveland-ave-unit/7506419389.html,2395,3,,street,1,"PROPERTY INFO ID: 238623402Rent: $2,395 / MonthBeds: 3Bath: 1Available Date: 09/01/2022Pet: Cats OnlyParking:: street parking This spacious three-bedroom boasts an ornamental fireplace with lots of distinctive built-in shelving surrounding the mantle. It features a separate dining area and a large, sunny living room. Expertly refinished walnut trim, burnished hardwood floors throughout, and high ceilings add to the classic appeal. The kitchen has elegant granite countertops, a dishwasher, and ample counter and cabinets. The bathroom has been remodeled and the kitchen has been modernized with a dishwasher and unique tile backsplash. Central air conditioning, gas forced heat and onsite laundry make it convenient for living. This building sits on a quiet tree-lined street just around the corner from the Southport Corridor. This hip area is known for its fine dining, great shopping, and unique entertainment venues such as the historical Music Box Theater. It is also located just three blocks west of Wrigley Field, which is surrounded by numerous restaurants, bars, theaters, and clubs. The Addison CTA Red Line train station is also nearby and runs 24 hours. Parking is available at this location.   NO SECURITY DEPOSIT! $150.00 Application Fee Per Person $100.00 Move-in Fee Per Bedroom NO DOGS, Cats ok!  Advertised rent prices are subject to change without notice!  Chicago Apartment Place Inc. 773.472.3713     ",1336 West Waveland Ave near Southport,41.949032,-87.66307,2022-07-08 15:23,1,0,0,0,0,1,0,1,0,0,
7506401085,https://chicago.craigslist.org/chc/apa/d/chicago-massive-and-modern-bedroom/7506401085.html,1500,3,,street,1,"Massive and Modern 3 bedroom Apartment near Logan Square  📍 (Logan Square) Available NOW   Huge kitchen with new stainless steel appliances and bathroom with its own built-in closest. Apartment has its own Central A/C and Heat forced air Unit. Amazing natural light.  Features: -Large living space -Hardwood floor -Stainless Steel appliances -Spacious bedrooms -Laundry room on site -Easy access to public transportation and Metra Sorry NO Pets  🛌 3 Bed 🛁 1 Bath  💲Price: $1,550  🦮 🐈 Pets: NO PETS  🚗 Parking: Street Parking   Requirements:  650+ Credit Score & 3x The Rent In Income  Steven Umana - Leasing Agent -The Apartment Source-     ",N.Laramie,41.930331,-87.756258,2022-07-08 14:47,0,0,0,0,0,1,0,1,0,0,
7506396427,https://chicago.craigslist.org/chc/apa/d/chicago-gorgeous-bedroom-bucktown/7506396427.html,2100,2,1000.0,street,1,"2108 N. Oakley Bucktown  Two bedroom, one bath Bucktown rehabbed garden apartment on Oakley features hardwood floors, central air, kitchen with granite countertops, stainless oven/range and refrigerator, dishwasher, built-in microwave, granite bathroom vanity, large, carpeted bedrooms, good closet space, on-site laundry, easy street parking, close to the Blue Line, and across from beautiful Holstein Park! Cats OK; no dogs, please.  Please Call Gabriela Cubero at 312/927-0788 to schedule an appointment to view this apartment and mention Apartment ID: 6452.  Urban Abodes 312/927-0788 www.urbanabodes.com 3923 N. Ashland Avenue Chicago, IL 60613  Equal Opportunity Housing ",Oakley near Charleston,41.919832,-87.685255,2022-07-08 14:37,1,0,0,0,0,1,0,1,0,0,2.1
7506395732,https://chicago.craigslist.org/chc/apa/d/chicago-lakeview-bed-bath-gut-rehab/7506395732.html,4650,4,,street,3,"PROPERTY INFO ID: 290895805Rent: $4,650 / MonthBeds: 4Bath: 3Available Date: 09/01/2022Pet: Pet FriendlyRent Includes:: WaterParking:: street parking LAKEVIEW 4 BED 3 BATH  - LARGE UNIQUE LAYOUT W/HIGH CEILINGS  - CUSTOM TOUCHES - ALL NEW KITCHEN AND BATHS - QUARTZ COUNTERTOPS - STAINLESS APPLIANCES - IN-UNIT LAUNDRY - LARGE BEDROOMS - 3 FULL BATHS - BACK DECK - BUILT-IN ALEXA - WI-FI INCLUDED - PETS OK - AVAILABLE FOR AUG 15TH MOVE-IN - PICTURES ARE OF THE COMPLETED ADJOINING BUILDING AND WILL GIVE YOU AN IDEA OF THE FINISHES FEATURESCats OKCentral AirDeckDishwasherDogs OKExposed BrickGut RehabbedHardwood FloorsHigh CeilingsLaundry In UnitNew ConstructionPet FriendlyPrivate DeckQuartz Counter TopsRenovatedStainless Steel Appliances  PLEASE TEXT ME AT 847-220-2948 FOR FASTER RESPONSE!     ",West Cornelia near Seminary,41.945532,-87.656855,2022-07-08 14:36,1,1,0,0,1,0,0,1,0,0,
7506393869,https://chicago.craigslist.org/chc/apa/d/chicago-gorgeous-bedroom-bucktown/7506393869.html,2100,2,1000.0,street,1,"2108 N. Oakley Bucktown  Two bedroom, one bath Bucktown rehabbed garden apartment on Oakley features hardwood floors, central air, kitchen with granite countertops, stainless oven/range and refrigerator, dishwasher, built-in microwave, granite bathroom vanity, large, carpeted bedrooms, good closet space, on-site laundry, easy street parking, close to the Blue Line, and across from beautiful Holstein Park! Cats OK; no dogs, please.  Please Text/Call Gabriela Cubero at 312/927-0788 to schedule an appointment to view this apartment and mention Apartment ID: 6452.  Urban Abodes 312/927-0788 www.urbanabodes.com 3923 N. Ashland Avenue Chicago, IL 60613  Equal Opportunity Housing ",Oakley near Armitage,41.917632,-87.685155,2022-07-08 14:32,1,0,0,0,0,1,0,1,0,0,2.1
7506386530,https://chicago.craigslist.org/chc/apa/d/chicago-upgraded-3br-2ba-tandem-prkg/7506386530.html,2800,3,1300.0,off-street,2,"1935 N. Wood Bucktown  Upgraded Bucktown three bedroom, two bath features central air, hardwood floors, newer kitchen with granite countertops, stainless steel appliances, dishwasher, gas oven/range, built-in microwave, fridge, breakfast bar, pendant lighting, spacious living and dining rooms, bay windows, tall ceilings, faux fireplace with mantel, queen size bedrooms, good closet space, in-unit laundry, deck, tandem parking spot included, and pets OK! Walk to the Brown Line, and Bucktown shops, cafes and nightlife!   Please Call Percy Davis at 708/305-1686‬ to schedule an appointment to view this apartment and mention Apartment ID: 9354.  Urban Abodes 773.676.9000 www.urbanabodes.com 3923 N. Ashland Avenue Chicago, IL 60613  Equal Opportunity Housing ",Wood near Armitage,41.917832,-87.672854,2022-07-08 14:18,1,1,0,0,1,0,0,0,1,0,2.1538461538461537
7506382613,https://chicago.craigslist.org/chc/apa/d/chicago-cat-friendly-studio-in-lakeview/7506382613.html,995,,,street,1,"PROPERTY INFO ID: 270009914Rent: $995 / MonthBeds: 0Bath: 1Available Date: NOWPet: Cats OnlyParking:: street parking Quaint, charming, and cat-friendly studio tucked away in Lakeview! Just steps away from Addison and Paulina Brown Line Stations, as well as bus stops along Ashland! Unit has undergone a number of modernizations including new flooring, and upgrades to kitchen! Come check it out!   **Utilities are not included in rent - consult your leasing agent for details**   Lakeview:  Situated on the shores of Lake Michigan, Lakeview is one of the most accessible and beautiful of Chicago’s neighborhoods. The extensive green space along Lakeshore Drive provides residents with plenty of opportunities for leisurely strolls, bike rides, and relaxing picnics. Additionally, the golf course and harbor nearby are open to enthusiasts in search of other recreational activities. Due to the excellent public transportation options available, everyone can easily explore this historic, yet lively, community. Music lovers can choose from a variety of venues in either of Chicago’s two largest entertainment districts (Wrigleyville & Boystown), while foodies are free to indulge in the best restaurants that the city offers. As a vibrant and inclusive community, Lakeview welcomes everybody - hosting an assortment of events throughout the year and proudly displaying its expressive personality with several theaters, fashion boutiques, and local shops.    Things to Do:  •	Belmont Theater District: over 30 theaters & live performance venues near Belmont “L” Station •	Historic districts: Lakeview & Meekerville; Kwagulth Totem Pole •	Belmont Harbor Marina & Belmont Yacht Club •	Shopping: Ashland – Addison Floral, Mignonette (bridal), Unabridged Bookstore, Krista K Boutique, Foursided Card & Gift, & Reckless Records •	For Foodies: The Art of Pizza, DMK Burger Bar, Chicago Diner (vegan), Scooter’s Frozen Custard, & Southport Grocery & Café   FEATURESCats OKDishwasherGas RangeHardwood FloorsLaundry in BuildingWall A/C   Note: Photos may display another unit.   Please contact us with any comments/questions or to schedule a showing today!!   ** Fair Housing – Equal Opportunities **  Contact Hours:   Monday – Friday   9am – 5pm   Cagan Management, Inc.  ",3524 North Marshfield,41.945673,-87.670155,2022-07-08 14:10,1,0,1,0,0,1,0,1,0,0,
7506378089,https://chicago.craigslist.org/chc/apa/d/chicago-ridiculous-bed-25-bath-in-unit/7506378089.html,2200,2,1800.0,street,2.5,"Dazzling Wicker Park 2 bed plus den, 2.5 baths; unit features a small deck, Jacuzzi tub, hardwood floors throughout, central air, in-unit laundry, cats welcome, easy parking, short walk to the Blue Line, close to 90/94! Each bedroom is a huge (300+ SQ Ft) Master with its own attached bathroom.  A MUST SEE!!!! ",Cleaver near Division,41.903432,-87.663954,2022-07-08 14:02,1,0,1,0,1,0,0,1,0,0,1.222222222222222
7506370348,https://chicago.craigslist.org/chc/apa/d/chicago-2bed-2bath-penthouse-timber/7506370348.html,3750,2,,,2,"Penthouse timber loft with 19 foot ceilings, 14 foot windows, exposed brick and timber beams. Get the character of a downtown building with greater space and convenience.  Both bathrooms are recently remodeled and the master bathroom has an amazing steam shower with body jets, rain shower, and hand spray. Enjoy stunning sunsets from the 14 foot windows or sleep peacefully with a quiet street and custom motorized dark-out curtains. A new spiral staircase leads you to a 200 sq ft bonus area that can be used for office, lounging, and much more. In-unit laundry with large front-load washer and dryer. Walk-in closet in the master bedroom with ample additional closet and storage space. Stainless steel appliances, gas range, and open floor plan make cooking entertaining easy. Steps from great restaurants and blocks from the Blue Line and the 606.  Gigabit WiFi internet and water is included. Heated/cooled underground parking spot included with an extra-large 1.5x spot and plenty of storage. Secured bike room. Open the building door from your phone with built-in video call button. The building shares a rooftop patio with panoramic views of the skyline and a new workshop area for any projects you'd like to complete. Pet friendly building. ",Armitage near California,41.917352,-87.696991,2022-07-08 13:47,1,1,1,0,1,0,0,0,0,0,
7506368624,https://chicago.craigslist.org/chc/apa/d/chicago-dazzling-bed-bath-in-unit/7506368624.html,2700,3,1700.0,street,2,"Fantastic Nobel Square top floor three bedroom, two bathroom features updated kitchen with dishwasher and microwave, spacious living and dining area, high ceilings, ceiling fans, large bedrooms, great closet space, newly finished hardwood floors, central heat and air, IN-UNIT laundry and cats are welcome! Steps to Division Blue line and a block from Expressway (KENNEDY) access...A MUST SEE!!!! ",Ashland near Division,41.903432,-87.667554,2022-07-08 13:44,1,0,1,0,1,0,0,1,0,0,1.588235294117647
7506364031,https://chicago.craigslist.org/chc/apa/d/chicago-518-fullerton-pkwy-unit/7506364031.html,5195,5,,off-street,4,"PROPERTY INFO ID: 238623517Rent: $5,195 / MonthBeds: 5Bath: 4Available Date: 09/01/2022Pet: Cats OnlyRent Includes:: WaterParking:: off-street parking   Completely new construction renovated Historical Landmark five-bedroom, four bath restoration at its finest This property boasts refinished woodwork and hardwood floors that grace the unit throughout, stain glass windows, pocket doors and open lay out. The kitchen is equipped with beautiful granite counter tops, dishwasher and separate wet bar that includes an additional refrigerator. The unit has Tenant controlled central air conditioning and gas forced heat. This Lincoln Park gem also has laundry in the unit.  Completely new construction renovated Historical Landmark building. 518 West Fullerton Parkway has a Walk Score of 96 out of 100. This location is a Walker’s Paradise so daily errands do not require a car. Just an 11 minute walk from the Brown Line, the Purple Line and the Red Line at the Fullerton stop. This location is in the Lincoln Park neighborhood in Chicago. Nearby parks include Linne Monument, Children's Memorial Park and Park West Park.  We offer a hassle-free full online leasing process featuring online applications, lease signing, and payment options.   FEATURESCentral AirDishwasherHardwood FloorsLaundry in BuildingOven/RangeRefrigerator  NO SECURITY DEPOSIT! $150.00 Application Fee Per Person $100.00 Move-in Fee Per Bedroom NO DOGS, Cats ok!  Advertised rent prices are subject to change without notice!  Chicago Apartment Place Inc. 773.472.3713     ",518 West Fullerton Prwy,41.9229,-87.6483,2022-07-08 13:35,1,0,0,0,0,1,0,0,1,0,
7506361127,https://chicago.craigslist.org/chc/apa/d/chicago-amazing-two-bed-den-in-unit/7506361127.html,1800,2,1300.0,street,1,"Remarkable 2 bed, 1 bath with den area, features hardwood floors, great light, Huge walk in closet, Queen sized bedrooms, Newer kitchen with dishwasher and Microwave. IN-UNIT LAUNDRY. Great location to Division BLUE LINE, Expressway (KENNEDY) access, shops, cafes and nightlife nearby!  CAT FRIENDLY....A Must See!!!! ",ASHLAND near Blackhawk,41.907032,-87.667754,2022-07-08 13:30,1,0,1,0,1,0,0,1,0,0,1.3846153846153846
7506358920,https://chicago.craigslist.org/chc/apa/d/chicago-rehabbed-2br-gdn-avail-now/7506358920.html,2100,2,1000.0,street,1,"2108 N. Oakley Bucktown  Two bedroom, one bath Bucktown rehabbed garden apartment on Oakley features hardwood floors, central air, kitchen with granite countertops, stainless oven/range and refrigerator, dishwasher, built-in microwave, granite bathroom vanity, large, carpeted bedrooms, good closet space, on-site laundry, easy street parking, close to the Blue Line, and across from beautiful Holstein Park! Cats OK; no dogs, please.  Please Call Percy Davis at 708/305-1686‬ to schedule an appointment to view this apartment and mention Apartment ID: 6452.  Urban Abodes 773.676.9000 www.urbanabodes.com 3923 N. Ashland Avenue Chicago, IL 60613  Equal Opportunity Housing ",Oakley near Armitage,41.917632,-87.685155,2022-07-08 13:26,1,0,0,0,0,1,0,1,0,0,2.1
7506356601,https://chicago.craigslist.org/chc/apa/d/chicago-big-bedroom-depaul-central-air/7506356601.html,1900,2,1200.0,off-street,1,"1507 W. Fullerton DePaul Available: 8/1/2022  In the heart of DePaul, large two bedroom, one bathroom with updated eat in kitchen, stainless steel appliances, dishwasher, separate dining room, spacious living room with ceiling fan, hardwood floors throughout, large bedrooms, good closet space, updated ceramic tiled bathroom, central heat and air, back deck, parking available, pets welcome and more!   Please Text Call Gabriela Cubero at 312/927-0788 to schedule an appointment to view this apartment and mention Apartment ID: 593.  Urban Abodes 312/927-0788 www.urbanabodes.com 3923 N. Ashland Avenue Chicago, IL 60613  Equal Opportunity Housing ",Fullerton near Greenview,41.925232,-87.665854,2022-07-08 13:21,1,1,0,0,0,1,0,0,1,0,1.5833333333333335
7506356014,https://chicago.craigslist.org/chc/apa/d/chicago-rare-2brden-hwfssliv-din/7506356014.html,2250,2,1100.0,street,1,"3358 N. Seminary Lakeview  Spacious gut rehabbed in Lakeview features 2 large bedrooms plus den, central air, newer kitchen with stainless steel appliances, gas range, dishwasher, fridge, granite countertops, separate living and dining rooms, tall ceilings, ceiling fans, upgraded bath with granite vanity, ceramic tile surround, original stained glass, large bedrooms, great closet space,  on-site laundry, easy street parking, short walk to the Red Line, Southport Corridor restaurants and nightlife!  No pets, please   Please Call Percy Davis at 708/305-1686‬ to schedule an appointment to view this apartment and mention Apartment ID: 5868.  Urban Abodes 773.676.9000 www.urbanabodes.com 3923 N. Ashland Avenue Chicago, IL 60613  Equal Opportunity Housing ",Seminary near Roscoe,41.943632,-87.656855,2022-07-08 13:20,0,0,0,0,0,1,0,1,0,0,2.0454545454545454
7506354978,https://chicago.craigslist.org/chc/apa/d/chicago-dazzling-bed-bath-in-unit/7506354978.html,2000,2,1300.0,street,1,"Remarkable 2 bed, 1 bath features hardwood floors, great light, Huge walk in closet, Queen sized bedrooms, New kitchen with dishwasher and Microwave. IN-UNIT LAUNDRY.  Great location to Division BLUE LINE, Kennedy Access,  shops, cafes and nightlife nearby! ",Ashland near Division,41.903432,-87.667554,2022-07-08 13:18,1,0,1,0,1,0,0,1,0,0,1.5384615384615383
7506348000,https://chicago.craigslist.org/chc/apa/d/chicago-updated-1br-in-southport/7506348000.html,1700,1,810.0,street,1,"1307 W. Addison Lakeview  Valuable one bedroom, one bathroom in Lakeview features updated kitchen with granite countertops, breakfast bar, dishwasher, open large combination living and dining rooms with exposed brick wall, ceiling fans, hardwood floors, huge bedroom with exposed brick wall and ceiling fan, great closet space, updated bathroom, central heat and air, laundry room in building, and pets are welcome. Steps to Southport Corridor shops and restaurants, and Brown Line stop!   Please Call Percy Davis at 708/305-1686‬ to schedule an appointment to view this apartment and mention Apartment ID: 3953.  Urban Abodes 773.676.9000 www.urbanabodes.com 3923 N. Ashland Avenue Chicago, IL 60613  Equal Opportunity Housing ",Addison near Southport,41.947132,-87.664155,2022-07-08 13:05,1,1,0,0,0,1,0,1,0,0,2.0987654320987654
7506342643,https://chicago.craigslist.org/chc/apa/d/chicago-logan-square-raw-loft-on-blvd/7506342643.html,995,1,800.0,street,1,This is Raw ! Really high ceilings . Concrete floor . Wall of windows facing south and north . Completely open plan . Lots of exposed brick .Laundry  Very private Available August 1  . You would need to be creative for this one ! Great Location on the Blvd in Logan square .close to the EL (51/2 minute walk )  Nice neighbors . Close to all the bars and restaurants art galleries diners etc.. I can show any day at 2.30  or Saturday at 11am Text for fast response 773-671-7936  $995 plus $185 for utilities No application fee     ,2021 n humboldt Blvd near Armitage,41.918195,-87.701757,2022-07-08 12:56,1,0,0,0,0,1,0,1,0,0,1.24375
7506342070,https://chicago.craigslist.org/chc/apa/d/chicago-superb-1br-rehab-hwfssliv-din/7506342070.html,2250,1,1000.0,,1,"1938 W. Berenice North Center  Fantastic one bedroom, one bathroom vintage rehab in North Center/Lincoln Square walkup features  restored woodwork, hardwood floors throughout, updated all stainless steel kitchen with fridge, gas oven/range, dishwasher, disposal and microwave, central air, separate living and formal dining rooms, spacious bedroom, high ceilings, great closet space, in-unit laundry, large deck, and pets welcome! Walking distance to shopping, nightlife, transportation, and more!  Please Call Percy Davis at 708/305-1686‬ to schedule an appointment to view this apartment and mention Apartment ID: 454.  Urban Abodes 773.676.9000 www.urbanabodes.com 3923 N. Ashland Avenue Chicago, IL 60613  Equal Opportunity Housing ",Berenice near Damen,41.951532,-87.678656,2022-07-08 12:55,1,1,0,0,1,0,0,0,0,1,2.25
7506332490,https://chicago.craigslist.org/chc/apa/d/chicago-bed-in-prime-humboldt-park/7506332490.html,2500,3,,off-street,1,"PROPERTY INFO ID: 301523366Rent: $2,500 / MonthBeds: 3Bath: 1Available Date: 07/01/2022Pet: Pet FriendlyRent Includes:: Garbage, WaterParking:: off-street parking 1400 sq feet of space! 3 bed/1bath newly renovated unit in the heart of Humboldt Park! You are surrounded by amazing restaurants and trendy bars, not to mention a block and a half to the park.  New kitchen New Samsung appliances Laundry in unit Central heat/AC Enclosed porch Gated Parking for $200.00 per month, pending availability.  $45 monthly bundled service fee  Rent covers water, sewer and trash. There is a $75.00 application fee per person. $350.00 admin fee per person, NO security deposit.  1400 sq feet of space! 3 bed/1bath newly renovated unit in the heart of Humboldt Park! You are surrounded by amazing restaurants and trendy bars, not to mention a block and a half to the park.  New kitchen New Samsung appliances Laundry in unit Central heat/AC Enclosed porch Gated Parking for $200.00 per month, pending availability.  $45 monthly bundled service fee  Rent covers water, sewer and trash. There is a $75.00 application fee per person. $350.00 admin fee per person, NO security deposit.  Looking for something else? Check out all my other available apartments here and let me know which of them you'd like to tour! https://ygl.is/Hadi   Hadi Sharabi Realtor® MLS ID: 887241 ▪︎ The Apartment Source    (773) 272-1860     Hadis@ ApartmentSourceChicago.com   2533 W. Fullerton Ave. Chicago, IL 60647   http://www.ApartmentSourceChicago.com/    The Apartment Source Call or text: 773.272.1860     ",,41.9019,-87.6779,2022-07-08 12:37,1,1,0,0,1,0,0,0,1,0,
